PlayTime,carspeed,isbooster
0.0,0.3924,False
0.0,0.7848,False
0.0,7.063198,False
0.4,0.6608896,False
0.5,0.0857437,False
0.5,0.09365304,False
0.6,0.09008755,False
0.6,0.09008755,False
0.6,0.0807442,False
0.6,0.0807442,False
0.6,0.06914204,False
0.6,0.05729915,False
0.6,0.0463024,False
0.7,0.03667394,False
0.7,0.03667394,False
0.7,0.02855578,False
0.7,0.02855578,False
0.7,0.02191203,False
0.7,0.01658683,False
0.7,0.01658683,False
0.8,0.01240963,False
0.8,0.01240963,False
0.8,0.009187506,False
0.8,0.009187506,False
0.8,0.006706153,False
0.8,0.004862972,False
0.8,0.003473666,False
0.8,0.003473666,False
0.9,0.002462458,False
0.9,0.002462458,False
0.9,0.001698325,False
0.9,0.001698325,False
0.9,0.001188268,False
0.9,0.001188268,False
0.9,0.0007991327,False
0.9,0.000533099,False
0.9,0.000533099,False
1.0,0.0003581624,False
1.0,0.0003581624,False
1.0,0.0003581624,False
1.0,0.0002212064,False
1.0,0.0002212064,False
1.0,0.0001486787,False
1.0,9.229688E-05,False
1.0,9.229688E-05,False
1.0,6.901097E-05,False
1.0,5.200454E-05,False
1.1,5.200454E-05,False
1.1,5.034608E-05,False
1.1,5.034608E-05,False
1.1,4.830333E-05,False
1.1,4.830333E-05,False
1.1,4.877588E-05,False
1.1,4.877588E-05,False
1.1,4.854384E-05,False
1.1,4.841522E-05,False
1.2,4.841238E-05,False
1.2,4.841238E-05,False
1.2,4.916768E-05,False
1.2,4.916768E-05,False
1.2,4.873195E-05,False
1.2,4.873195E-05,False
1.2,4.82854E-05,False
1.2,4.82854E-05,False
1.3,4.863162E-05,False
1.3,4.863162E-05,False
1.3,4.855812E-05,False
1.3,4.855812E-05,False
1.3,4.867393E-05,False
1.3,4.867393E-05,False
1.3,4.820858E-05,False
1.3,4.820858E-05,False
1.3,4.868042E-05,False
1.3,1.1022E-06,False
1.5,2.862211E-06,False
1.6,9.945812E-07,False
1.6,1.67962E-06,False
1.6,1.67962E-06,False
1.6,4.007875E-06,False
1.6,4.007875E-06,False
1.6,4.007875E-06,False
1.7,3.207129E-06,False
1.7,2.255385E-06,False
1.7,1.01277E-06,False
1.7,1.01277E-06,False
1.7,1.752819E-06,False
1.7,3.810856E-06,False
1.7,3.810856E-06,False
1.8,1.650121E-06,False
1.8,1.650121E-06,False
1.8,2.755118E-06,False
1.8,2.958607E-06,False
1.8,2.958607E-06,False
1.8,1.363716E-06,False
1.8,1.363716E-06,False
1.8,2.677025E-06,False
1.8,2.677025E-06,False
1.9,2.958046E-06,False
1.9,2.710511E-06,False
1.9,2.710511E-06,False
1.9,5.380668E-06,False
