PlayTime,carspeed,isbooster
0.3,6.670798,False
0.7,6.670798,False
0.7,7.063198,False
0.7,7.063198,False
0.7,7.063198,False
0.7,7.063198,False
0.7,7.455597,False
0.7,7.455597,False
0.7,7.455597,False
0.7,7.455597,False
0.7,7.455597,False
0.7,7.455597,False
0.7,7.582984,False
0.7,7.582984,False
0.7,7.582984,False
0.7,7.582984,False
0.7,7.582984,False
0.7,1.187962,False
0.8,1.187962,False
0.8,1.187962,False
0.8,1.187962,False
0.8,0.6609224,False
0.8,0.6609224,False
0.8,0.6609224,False
0.8,0.6609224,False
0.8,0.6609224,False
0.8,0.3270699,False
0.8,0.3270699,False
0.8,0.3270699,False
0.8,0.3270699,False
0.8,0.3270699,False
0.8,0.3270699,False
0.8,0.1233979,False
0.8,0.1233979,False
0.8,0.1233979,False
0.8,0.1233979,False
0.8,0.1233979,False
0.8,0.006073987,False
0.8,0.006073987,False
0.8,0.006073987,False
0.8,0.006073987,False
0.8,0.0573574,False
0.8,0.0573574,False
0.9,0.0573574,False
0.9,0.0573574,False
0.9,0.0573574,False
0.9,0.08573118,False
0.9,0.08573118,False
0.9,0.08573118,False
0.9,0.08573118,False
0.9,0.08573118,False
0.9,0.09364363,False
0.9,0.09364363,False
0.9,0.09364363,False
0.9,0.09364363,False
0.9,0.09364363,False
0.9,0.0900877,False
0.9,0.0900877,False
0.9,0.0900877,False
0.9,0.0900877,False
0.9,0.0900877,False
0.9,0.08075599,False
0.9,0.08075599,False
0.9,0.08075599,False
0.9,0.08075599,False
0.9,0.06914925,False
0.9,0.06914925,False
1.0,0.06914925,False
1.0,0.06914925,False
1.0,0.06914925,False
1.0,0.05730617,False
1.0,0.05730617,False
1.0,0.05730617,False
1.0,0.05730617,False
1.0,0.05730617,False
1.0,0.04630625,False
1.0,0.04630625,False
1.0,0.04630625,False
1.0,0.04630625,False
1.0,0.04630625,False
1.0,0.03667675,False
1.0,0.03667675,False
1.0,0.03667675,False
1.0,0.03667675,False
1.0,0.02854147,False
1.0,0.02854147,False
1.0,0.02854147,False
1.0,0.02854147,False
1.0,0.02854147,False
1.0,0.02188163,False
1.0,0.02188163,False
1.1,0.02188163,False
1.1,0.02188163,False
1.1,0.02188163,False
1.1,0.01658615,False
1.1,0.01658615,False
1.1,0.01658615,False
1.1,0.01658615,False
1.1,0.01658615,False
1.1,0.01237903,False
1.1,0.01237903,False
1.1,0.01237903,False
1.1,0.01237903,False
1.1,0.00916873,False
1.1,0.00916873,False
1.1,0.00916873,False
1.1,0.00916873,False
1.1,0.00916873,False
1.1,0.006715451,False
1.1,0.006715451,False
1.1,0.006715451,False
1.1,0.006715451,False
1.1,0.006715451,False
1.1,0.004861847,False
1.2,0.004861847,False
1.2,0.004861847,False
1.2,0.004861847,False
1.2,0.004861847,False
1.2,0.003471539,False
1.2,0.003471539,False
1.2,0.003471539,False
1.2,0.003471539,False
1.2,0.003471539,False
1.2,0.002461228,False
1.2,0.002461228,False
1.2,0.002461228,False
1.2,0.002461228,False
1.2,0.001706941,False
1.2,0.001706941,False
1.2,0.001706941,False
1.2,0.001706941,False
1.2,0.001706941,False
1.2,0.001199768,False
1.2,0.001199768,False
1.2,0.001199768,False
1.2,0.001199768,False
1.2,0.001199768,False
1.2,0.0008068734,False
1.2,0.0008068734,False
1.3,0.0008068734,False
1.3,0.0008068734,False
1.3,0.0008068734,False
1.3,0.0005257521,False
1.3,0.0005257521,False
1.3,0.0005257521,False
1.3,0.0005257521,False
1.3,0.0005257521,False
1.3,0.000273545,False
1.3,0.000273545,False
1.3,0.000273545,False
1.3,0.000273545,False
1.3,0.0002079165,False
1.3,0.0002079165,False
1.3,0.0002079165,False
1.3,0.0002079165,False
1.3,0.0002079165,False
1.3,0.0001295089,False
1.3,0.0001295089,False
1.3,0.0001295089,False
1.3,0.0001295089,False
1.3,0.0001295089,False
1.3,5.003779E-05,False
1.4,5.003779E-05,False
1.4,5.003779E-05,False
1.4,5.003779E-05,False
1.4,5.003779E-05,False
1.4,4.982504E-05,False
1.4,4.982504E-05,False
1.4,4.982504E-05,False
1.4,4.982504E-05,False
1.4,4.982504E-05,False
1.4,5.153566E-05,False
1.4,5.153566E-05,False
1.4,5.153566E-05,False
1.4,5.153566E-05,False
1.4,5.153566E-05,False
1.4,5.161543E-05,False
1.4,5.161543E-05,False
1.4,5.161543E-05,False
1.4,5.161543E-05,False
1.4,4.895277E-05,False
1.4,4.895277E-05,False
1.4,4.895277E-05,False
1.4,4.895277E-05,False
1.4,4.895277E-05,False
1.4,4.917873E-05,False
1.4,4.917873E-05,False
1.5,4.917873E-05,False
1.5,4.917873E-05,False
1.5,4.917873E-05,False
1.5,4.953695E-05,False
1.5,4.953695E-05,False
1.5,4.953695E-05,False
1.5,4.953695E-05,False
1.5,4.953695E-05,False
1.5,4.917955E-05,False
1.5,4.917955E-05,False
1.5,4.917955E-05,False
1.5,4.917955E-05,False
1.5,4.878482E-05,False
1.5,4.878482E-05,False
1.5,4.878482E-05,False
1.5,4.878482E-05,False
1.5,4.878482E-05,False
1.5,4.891079E-05,False
1.5,4.891079E-05,False
1.5,4.891079E-05,False
1.5,4.891079E-05,False
1.5,4.891079E-05,False
1.5,4.858392E-05,False
1.5,4.858392E-05,False
1.6,4.858392E-05,False
1.6,4.858392E-05,False
1.6,4.858392E-05,False
1.6,4.884911E-05,False
1.6,4.884911E-05,False
1.6,4.884911E-05,False
1.6,4.884911E-05,False
1.6,4.884911E-05,False
1.6,4.862823E-05,False
1.6,4.862823E-05,False
1.6,4.862823E-05,False
1.6,4.862823E-05,False
1.6,4.851496E-05,False
1.6,4.851496E-05,False
1.6,4.851496E-05,False
1.6,4.851496E-05,False
1.6,4.851496E-05,False
1.6,4.832691E-05,False
1.6,4.832691E-05,False
1.6,4.832691E-05,False
1.6,4.832691E-05,False
1.6,4.819603E-05,False
1.6,4.819603E-05,False
1.7,4.819603E-05,False
1.7,4.819603E-05,False
1.7,4.819603E-05,False
1.7,4.862996E-05,False
1.7,4.862996E-05,False
1.7,4.862996E-05,False
1.7,4.862996E-05,False
1.7,4.862996E-05,False
1.7,4.857642E-05,False
1.7,4.857642E-05,False
1.7,4.857642E-05,False
1.7,4.857642E-05,False
1.7,4.857642E-05,False
1.7,4.866118E-05,False
1.7,4.866118E-05,False
1.7,4.866118E-05,False
1.7,4.866118E-05,False
1.7,4.866118E-05,False
1.7,4.477492E-05,False
1.7,4.477492E-05,False
1.7,4.477492E-05,False
1.7,4.477492E-05,False
1.7,8.952367E-07,False
1.7,8.952367E-07,False
1.8,8.952367E-07,False
1.8,8.952367E-07,False
1.8,8.952367E-07,False
1.8,1.512884E-06,False
1.8,1.512884E-06,False
1.8,1.512884E-06,False
1.8,1.512884E-06,False
1.8,1.512884E-06,False
1.8,1.296406E-06,False
1.8,1.296406E-06,False
1.8,1.296406E-06,False
1.8,1.296406E-06,False
1.8,1.296406E-06,False
1.8,2.640953E-06,False
1.8,2.640953E-06,False
1.8,2.640953E-06,False
1.8,2.640953E-06,False
1.8,2.640953E-06,False
1.8,4.859469E-07,False
1.8,4.859469E-07,False
1.8,4.859469E-07,False
1.8,4.859469E-07,False
1.8,2.953896E-06,False
1.8,2.953896E-06,False
1.9,2.953896E-06,False
1.9,2.953896E-06,False
1.9,2.953896E-06,False
1.9,1.749114E-06,False
1.9,1.749114E-06,False
1.9,1.749114E-06,False
1.9,1.749114E-06,False
1.9,1.749114E-06,False
1.9,2.310748E-06,False
1.9,2.310748E-06,False
1.9,2.310748E-06,False
1.9,2.310748E-06,False
1.9,5.149699E-06,False
1.9,5.149699E-06,False
1.9,5.149699E-06,False
1.9,0.6998134,False
1.9,0.6998134,False
1.9,0.6998134,False
1.9,0.6998134,False
1.9,0.6998134,False
1.9,1.342361,False
1.9,1.342361,False
2.0,1.342361,False
2.0,1.342361,False
2.0,1.342361,False
2.0,1.342361,False
2.0,1.97952,False
2.0,1.97952,False
2.0,1.97952,False
2.0,1.97952,False
2.0,1.97952,False
2.0,1.97952,False
2.0,2.61092,False
2.0,2.61092,False
2.0,2.61092,False
2.0,2.61092,False
2.0,3.23607,False
2.0,3.23607,False
2.0,3.23607,False
2.0,3.23607,False
2.0,3.23607,False
2.0,3.855256,False
2.0,3.855256,False
2.0,3.855256,False
2.0,3.855256,False
2.0,3.855256,False
2.0,4.476325,False
2.0,4.476325,False
2.1,4.476325,False
2.1,4.476325,False
2.1,4.476325,False
2.1,4.734759,False
2.1,4.734759,False
2.1,4.734759,False
2.1,4.734759,False
2.1,4.734759,False
2.1,5.496498,False
2.1,5.496498,False
2.1,5.496498,False
2.1,5.496498,False
2.1,6.176908,False
2.1,6.176908,False
2.1,6.176908,False
2.1,6.176908,False
2.1,6.176908,False
2.1,6.872721,False
2.1,6.872721,False
2.1,6.872721,False
2.1,6.872721,False
2.1,6.872721,False
2.1,7.041759,False
2.2,7.041759,False
2.2,7.041759,False
2.2,7.041759,False
2.2,7.041759,False
2.2,7.770684,False
2.2,7.770684,False
2.2,7.770684,False
2.2,7.770684,False
2.2,7.770684,False
2.2,8.316513,False
2.2,8.316513,False
2.2,8.316513,False
2.2,8.316513,False
2.2,9.004425,False
2.2,9.004425,False
2.2,9.004425,False
2.2,9.004425,False
2.2,9.004425,False
2.2,9.343939,False
2.2,9.343939,False
2.2,9.343939,False
2.2,9.343939,False
2.2,9.343939,False
2.2,10.00314,False
2.3,10.00314,False
2.3,10.00314,False
2.3,10.00314,False
2.3,10.00314,False
2.3,10.42695,False
2.3,10.42695,False
2.3,10.42695,False
2.3,10.42695,False
2.3,11.05505,False
2.3,11.05505,False
2.3,11.05505,False
2.3,11.05505,False
2.3,11.05505,False
2.3,11.46464,False
2.3,11.46464,False
2.3,11.46464,False
2.3,11.46464,False
2.3,11.46464,False
2.3,12.06229,False
2.3,12.06229,False
2.3,12.06229,False
2.3,12.06229,False
2.3,12.06229,False
2.3,12.47333,False
2.4,12.47333,False
2.4,12.47333,False
2.4,12.47333,False
2.4,12.47333,False
2.4,13.04488,False
2.4,13.04488,False
2.4,13.04488,False
2.4,13.04488,False
2.4,13.45538,False
2.4,13.45538,False
2.4,13.45538,False
2.4,13.45538,False
2.4,13.45538,False
2.4,14.00636,False
2.4,14.00636,False
2.4,14.00636,False
2.4,14.00636,False
2.4,14.00636,False
2.4,14.41523,False
2.4,14.41523,False
2.4,14.41523,False
2.4,14.41523,False
2.4,14.41523,False
2.4,14.94014,False
2.4,14.94014,False
2.5,14.94014,False
2.5,14.94014,False
2.5,14.94014,False
2.5,15.3481,False
2.5,15.3481,False
2.5,15.3481,False
2.5,15.84881,False
2.5,15.84881,False
2.5,15.84881,False
2.5,15.84881,False
2.5,15.84881,False
2.5,15.84881,False
2.5,16.25128,False
2.5,16.25128,False
2.5,16.25128,False
2.5,16.25128,False
2.5,16.25128,False
2.5,16.25128,False
2.5,16.72441,False
2.5,16.72441,False
2.5,16.72441,False
2.5,16.72441,False
2.5,17.11532,False
2.6,17.11532,False
2.6,17.11532,False
2.6,17.11532,False
2.6,17.11532,False
2.6,17.57289,False
2.6,17.57289,False
2.6,17.57289,False
2.6,17.57289,False
2.6,17.57289,False
2.6,17.96171,False
2.6,17.96171,False
2.6,17.96171,False
2.6,17.96171,False
2.6,17.96171,False
2.6,18.39506,False
2.6,18.39506,False
2.6,18.39506,False
2.6,18.39506,False
2.6,18.39506,False
2.6,18.77893,False
2.6,18.77893,False
2.6,18.77893,False
2.6,18.77893,False
2.6,18.77893,False
2.6,19.19583,False
2.7,19.19583,False
2.7,19.19583,False
2.7,19.19583,False
2.7,19.19583,False
2.7,19.56753,False
2.7,19.56753,False
2.7,19.56753,False
2.7,19.56753,False
2.7,19.56753,False
2.7,19.96043,False
2.7,19.96043,False
2.7,19.96043,False
2.7,19.96043,False
2.7,19.96043,False
2.7,20.31332,False
2.7,20.31332,False
2.7,20.31332,False
2.7,20.31332,False
2.7,20.31332,False
2.7,20.6817,False
2.7,20.6817,False
2.7,20.6817,False
2.7,20.6817,False
2.7,20.6817,False
2.7,21.01569,False
2.8,21.01569,False
2.8,21.01569,False
2.8,21.01569,False
2.8,21.36104,False
2.8,21.36104,False
2.8,21.36104,False
2.8,21.36104,False
2.8,21.36104,False
2.8,21.6771,False
2.8,21.6771,False
2.8,21.6771,False
2.8,21.6771,False
2.8,21.6771,False
2.8,22.00018,False
2.8,22.00018,False
2.8,22.00018,False
2.8,22.00018,False
2.8,22.00018,False
2.8,22.29854,False
2.8,22.29854,False
2.8,22.29854,False
2.8,22.29854,False
2.8,22.29854,False
2.8,22.60193,False
2.9,22.60193,False
2.9,22.60193,False
2.9,22.60193,False
2.9,22.60193,False
2.9,22.8841,False
2.9,22.8841,False
2.9,22.8841,False
2.9,22.8841,False
2.9,22.8841,False
2.9,23.17038,False
2.9,23.17038,False
2.9,23.17038,False
2.9,23.17038,False
2.9,23.17038,False
2.9,23.43927,False
2.9,23.43927,False
2.9,23.43927,False
2.9,23.43927,False
2.9,23.71064,False
2.9,23.71064,False
2.9,23.71064,False
2.9,23.71064,False
2.9,23.96808,False
2.9,23.96808,False
3.0,23.96808,False
3.0,23.96808,False
3.0,23.96808,False
3.0,23.96808,False
3.0,24.22847,False
3.0,24.22847,False
3.0,24.22847,False
3.0,24.22847,False
3.0,24.22847,False
3.0,24.47758,False
3.0,24.47758,False
3.0,24.47758,False
3.0,24.47758,False
3.0,24.47758,False
3.0,24.7289,False
3.0,24.7289,False
3.0,24.7289,False
3.0,24.7289,False
3.0,24.7289,False
3.0,24.97079,False
3.0,24.97079,False
3.0,24.97079,False
3.0,24.97079,False
3.0,24.97079,False
3.0,25.21392,False
3.1,25.21392,False
3.1,25.21392,False
3.1,25.21392,False
3.1,25.21392,False
3.1,25.44869,False
3.1,25.44869,False
3.1,25.44869,False
3.1,25.44869,False
3.1,25.44869,False
3.1,25.68352,False
3.1,25.68352,False
3.1,25.68352,False
3.1,25.68352,False
3.1,25.68352,False
3.1,25.9095,False
3.1,25.9095,False
3.1,25.9095,False
3.1,25.9095,False
3.1,25.9095,False
3.1,26.13101,False
3.1,26.13101,False
3.1,26.13101,False
3.1,26.13101,False
3.1,26.34069,False
3.1,26.34069,False
3.2,26.34069,False
3.2,26.34069,False
3.2,26.34069,False
3.2,26.34069,False
3.2,26.54049,False
3.2,26.54049,False
3.2,26.54049,False
3.2,26.54049,False
3.2,26.23853,False
3.2,26.23853,False
3.2,26.23853,False
3.2,26.23853,False
3.2,26.23853,False
3.2,25.95147,False
3.2,25.95147,False
3.2,25.95147,False
3.2,25.95147,False
3.2,25.95147,False
3.2,25.95147,False
3.2,25.67387,False
3.2,25.67387,False
3.2,25.67387,False
3.2,25.67387,False
3.2,25.67387,False
3.2,25.4063,False
3.3,25.4063,False
3.3,25.4063,False
3.3,25.4063,False
3.3,25.4063,False
3.3,25.14409,False
3.3,25.14409,False
3.3,25.14409,False
3.3,25.14409,False
3.3,24.88903,False
3.3,24.88903,False
3.3,24.88903,False
3.3,24.88903,False
3.3,24.88903,False
3.3,24.63811,False
3.3,24.63811,False
3.3,24.63811,False
3.3,24.63811,False
3.3,24.63811,False
3.3,24.39231,False
3.3,24.39231,False
3.3,24.39231,False
3.3,24.39231,False
3.3,24.39231,False
3.3,24.14914,False
3.3,24.14914,False
3.4,24.14914,False
3.4,24.14914,False
3.4,24.14914,False
3.4,23.90975,False
3.4,23.90975,False
3.4,23.90975,False
3.4,23.90975,False
3.4,23.90975,False
3.4,23.90975,False
3.4,23.67202,False
3.4,23.67202,False
3.4,23.67202,False
3.4,23.67202,False
3.4,23.43728,False
3.4,23.43728,False
3.4,23.43728,False
3.4,23.43728,False
3.4,23.43728,False
3.4,23.43728,False
3.4,23.20383,False
3.4,23.20383,False
3.4,23.20383,False
3.4,23.20383,False
3.4,22.97272,False
3.4,22.97272,False
3.5,22.97272,False
3.5,22.97272,False
3.5,22.97272,False
3.5,22.74301,False
3.5,22.74301,False
3.5,22.74301,False
3.5,22.74301,False
3.5,22.74301,False
3.5,22.51495,False
3.5,22.51495,False
3.5,22.51495,False
3.5,22.51495,False
3.5,22.51495,False
3.5,22.51495,False
3.5,22.28838,False
3.5,22.28838,False
3.5,22.28838,False
3.5,22.28838,False
3.5,22.28838,False
3.5,22.06306,False
3.5,22.06306,False
3.5,22.06306,False
3.5,22.06306,False
3.5,22.06306,False
3.5,21.83923,False
3.6,21.83923,False
3.6,21.83923,False
3.6,21.83923,False
3.6,21.83923,False
3.6,21.6168,False
3.6,21.6168,False
3.6,21.6168,False
3.6,21.6168,False
3.6,21.6168,False
3.6,21.39566,False
3.6,21.39566,False
3.6,21.39566,False
3.6,21.39566,False
3.6,21.39566,False
3.6,21.17566,False
3.6,21.17566,False
3.6,21.17566,False
3.6,21.17566,False
3.6,21.17566,False
3.6,20.95695,False
3.6,20.95695,False
3.6,20.95695,False
3.6,20.95695,False
3.6,20.95695,False
3.6,20.73972,False
3.7,20.73972,False
3.7,20.73972,False
3.7,20.73972,False
3.7,20.5234,False
3.7,20.5234,False
0.0,20.5234,False
0.0,20.5234,False
0.0,20.5234,False
0.0,20.30859,False
0.0,20.30859,False
0.0,20.30859,False
0.0,20.30859,False
0.0,20.30859,False
0.0,20.09468,False
0.0,20.09468,False
0.0,20.09468,False
0.0,20.09468,False
0.1,20.09468,False
0.1,19.88232,False
0.1,19.88232,False
0.1,19.88232,False
0.1,19.88232,False
0.1,19.88232,False
0.1,19.67086,False
0.1,19.67086,False
0.1,19.67086,False
0.1,19.67086,False
0.1,19.67086,False
0.1,19.46087,False
0.1,19.46087,False
0.1,19.46087,False
0.1,19.46087,False
0.1,19.46087,False
0.1,19.25183,False
0.1,19.25183,False
0.1,19.25183,False
0.1,19.25183,False
0.1,19.25183,False
0.1,19.04412,False
0.1,19.04412,False
0.1,19.04412,False
0.1,19.04412,False
0.2,19.04412,False
0.2,18.83752,False
0.2,18.83752,False
0.2,18.83752,False
0.2,18.83752,False
0.2,18.83752,False
0.2,18.6321,False
0.2,18.6321,False
0.2,18.6321,False
0.2,18.6321,False
0.2,18.6321,False
0.2,18.4279,False
0.2,18.4279,False
0.2,18.4279,False
0.2,18.4279,False
0.2,18.4279,False
0.2,18.22483,False
0.2,18.22483,False
0.2,18.22483,False
0.2,18.22483,False
0.2,18.22483,False
0.2,18.02287,False
0.2,18.02287,False
0.2,18.02287,False
0.2,18.02287,False
0.3,18.02287,False
0.3,17.82218,False
0.3,17.82218,False
0.3,17.82218,False
0.3,17.82218,False
0.3,17.82218,False
0.3,17.62243,False
0.3,17.62243,False
0.3,17.62243,False
0.3,17.62243,False
0.3,17.62243,False
0.3,17.4241,False
0.3,17.4241,False
0.3,17.4241,False
0.3,17.4241,False
0.3,17.4241,False
0.3,17.22672,False
0.3,17.22672,False
0.3,17.22672,False
0.3,17.22672,False
0.3,17.22672,False
0.3,17.0306,False
0.3,17.0306,False
0.3,17.0306,False
0.3,17.0306,False
0.4,17.0306,False
0.4,16.83544,False
0.4,16.83544,False
0.4,16.83544,False
0.4,16.83544,False
0.4,16.83544,False
0.4,16.64168,False
0.4,16.64168,False
0.4,16.64168,False
0.4,16.64168,False
0.4,16.64168,False
0.4,16.44866,False
0.4,16.44866,False
0.4,16.44866,False
0.4,16.44866,False
0.4,16.44866,False
0.4,16.25715,False
0.4,16.25715,False
0.4,16.25715,False
0.4,16.25715,False
0.4,16.25715,False
0.4,16.06654,False
0.4,16.06654,False
0.4,16.06654,False
0.5,16.06654,False
0.5,16.06654,False
0.5,15.87714,False
0.5,15.87714,False
0.5,15.87714,False
0.5,15.87714,False
0.5,15.87714,False
0.5,15.68874,False
0.5,15.68874,False
0.5,15.68874,False
0.5,15.68874,False
0.5,15.68874,False
0.5,15.50156,False
0.5,15.50156,False
0.5,15.50156,False
0.5,15.50156,False
0.5,15.3154,False
0.5,15.3154,False
0.5,15.3154,False
0.5,15.3154,False
0.5,15.3154,False
0.5,15.3154,False
0.5,15.13052,False
0.5,15.13052,False
0.5,15.13052,False
0.6,15.13052,False
0.6,15.13052,False
0.6,14.94638,False
0.6,14.94638,False
0.6,14.94638,False
0.6,14.94638,False
0.6,14.76362,False
0.6,14.76362,False
0.6,14.76362,False
0.6,14.76362,False
0.6,14.76362,False
0.6,14.5818,False
0.6,14.5818,False
0.6,14.5818,False
0.6,14.5818,False
0.6,14.5818,False
0.6,14.40119,False
0.6,14.40119,False
0.6,14.40119,False
0.6,14.40119,False
0.6,14.40119,False
0.6,14.22156,False
0.6,14.22156,False
0.6,14.22156,False
0.6,14.22156,False
0.7,14.22156,False
0.7,14.04307,False
0.7,14.04307,False
0.7,14.04307,False
0.7,14.04307,False
0.7,14.04307,False
0.7,13.86556,False
0.7,13.86556,False
0.7,13.86556,False
0.7,13.86556,False
0.7,13.86556,False
0.7,13.6892,False
0.7,13.6892,False
0.7,13.6892,False
0.7,13.6892,False
0.7,13.6892,False
0.7,13.51383,False
0.7,13.51383,False
0.7,13.51383,False
0.7,13.51383,False
0.7,13.51383,False
0.7,13.33956,False
0.7,13.33956,False
0.7,13.33956,False
0.7,13.33956,False
0.8,13.33956,False
0.8,13.16631,False
0.8,13.16631,False
0.8,13.16631,False
0.8,13.16631,False
0.8,13.16631,False
0.8,12.99417,False
0.8,12.99417,False
0.8,12.99417,False
0.8,12.99417,False
0.8,12.99417,False
0.8,12.82305,False
0.8,12.82305,False
0.8,12.82305,False
0.8,12.82305,False
0.8,12.82305,False
0.8,12.65299,False
0.8,12.65299,False
0.8,12.65299,False
0.8,12.65299,False
0.8,12.65299,False
0.8,12.48387,False
0.8,12.48387,False
0.8,12.48387,False
0.8,12.48387,False
0.9,12.48387,False
0.9,12.31589,False
0.9,12.14886,False
0.9,11.98291,False
0.9,11.98291,False
0.9,11.98291,False
0.9,11.98291,False
0.9,11.98291,False
0.9,11.81794,False
0.9,11.81794,False
0.9,11.81794,False
0.9,11.81794,False
0.9,11.81794,False
0.9,11.81794,False
0.9,11.65404,False
0.9,11.65404,False
0.9,11.65404,False
0.9,11.65404,False
1.0,11.65404,False
1.0,11.49107,False
1.0,11.49107,False
1.0,11.49107,False
1.0,11.49107,False
1.0,11.49107,False
1.0,11.49107,False
1.0,11.32918,False
1.0,11.32918,False
1.0,11.32918,False
